3.944578083806595370e-14,7.275458068400598211e-09,4.261269292455412292e+10,3.828967964200881720e+08
5.337549798547178697e-14,6.929374167877712002e-09,3.459805949523191833e+10,6.530903620036540180e+07
1.761087101008862336e-14,4.425446963142678637e-08,8.443037827708493233e+09,2.904249086445543766e+08
8.503917917577603721e-15,1.995834961497776734e-08,1.895874580722607040e+10,3.242699122207959294e+08
1.078066875724241398e-14,4.935613973985456470e-09,7.258076259541082764e+10,4.952637839404271841e+08
4.363229268527523906e-15,8.597189871335913858e-09,4.790987909590611267e+10,1.123596339609422982e+08
4.576174950467076914e-15,6.557087321232872793e-09,5.354612380704242706e+10,2.598218553113914967e+09
1.023924467840141543e-14,6.843059847334132231e-09,5.487238635488812256e+10,7.004531917816033959e+07
1.590473793992078510e-14,5.988481033683289086e-09,5.539120211209530640e+10,9.979335146245479584e+07
3.955150080407017095e-15,2.646965571968292734e-08,1.507893668141827011e+10,8.564658214991952181e+08
1.970372335110368031e-14,4.310927327408922925e-09,7.360049519860437012e+10,6.066369986627837270e+07
6.820370123439534528e-15,2.808584314899447226e-08,1.517316327938374710e+10,1.366769796489938200e+08
1.258528060797197819e-14,1.554126057065643648e-08,2.209701511561222076e+10,2.465932585307838321e+08
2.160496860991462548e-15,6.304083951263243790e-09,5.918224153683007812e+10,1.950167259226504862e+08
4.638609536525129181e-15,1.064440873966931286e-08,4.600413457815200043e+10,2.941945173515821934e+09
3.937401735534236609e-14,1.126617680162964164e-08,2.838979676001178360e+10,2.258676543516460657e+08
1.606743020743632356e-14,5.113072890251699744e-09,5.227726613018023682e+10,2.467317282810981572e+07
1.826978317461506690e-14,4.100447520874877042e-09,8.435644898641384888e+10,3.314227867167528272e+08
3.067757538203060081e-15,8.686863169256548453e-09,4.424252704325548553e+10,1.556887539423818327e+07
3.231855884204079157e-14,4.047309739997334241e-09,6.046165111975414276e+10,1.902156510766370893e+08
7.656932874494948997e-15,1.326259484667562905e-08,3.006379938000867844e+10,6.853781905364738405e+07
6.126973642005452033e-14,4.978575555346865675e-08,6.718232912046216965e+09,6.266169563704615831e+08
2.109187624002644081e-14,9.503535566720298310e-09,3.875677525388863373e+10,7.656800702685955167e+07
6.644833043061889239e-15,1.729567553071260630e-08,2.431737515976280975e+10,8.101551563013049364e+08
2.042501939563616350e-15,1.262264059241036594e-08,3.290034239372008896e+10,2.217263493296590447e+08
1.077924635618501585e-14,4.061329911964077051e-08,1.089342723933636093e+10,3.804174582713425756e+08
1.288645997155002408e-14,3.993880330134929171e-09,7.795083016720567322e+10,4.353411909387725592e+08
7.298477241399184371e-15,2.499653288524885216e-08,1.595898014698186874e+10,3.875004760426084697e+07
5.646450093593984079e-15,2.454157218240478223e-09,1.315714548075519257e+11,2.109580075389612913e+08
