2.102702516200274321e-15,6.768286139921661211e-09,2.525969226892435837e+10,1.243170084865979195e+09
6.748039754296407800e-15,4.157063554994466090e-09,6.466648397322112274e+10,2.102276861074816883e+08
1.891587000792442516e-15,3.061583780972750312e-09,2.601377877626884842e+10,1.399606670867367648e+07
3.735986911413653213e-14,1.029094406937196826e-08,1.590613218741678810e+10,1.426452942640102506e+08
6.314986267707395448e-15,1.098236688421663274e-08,2.153765920735561371e+10,1.291563797377049029e+08
3.555914167594228913e-15,1.730325131539262205e-08,1.944797252248820496e+10,4.820899256196933985e+07
6.825651017564062805e-15,8.619464636771232333e-09,1.454028558462131119e+10,1.926546256483527645e+07
2.937741388914993012e-14,3.177530085341357331e-09,4.542559093220325470e+10,6.078040800387037992e+08
7.545908922065693199e-16,1.073849258233566370e-08,1.892645576427118683e+10,7.274686180105009079e+08
7.593899948396044430e-15,4.800214383483494941e-09,5.254656402532620239e+10,3.243280959560876712e+07
8.506061039157762226e-15,4.365587074945774501e-09,4.823649536829449463e+10,6.614045221960834265e+08
3.441296224064380218e-15,2.832383823716915974e-09,3.215548196381018066e+10,2.692894857866723090e+07
1.404183504146379167e-14,1.259066091195562469e-08,2.217432008183335876e+10,1.837376094435950518e+08
7.722901468846301039e-15,6.486479177984580422e-09,3.053045090973614883e+10,1.644845617375446260e+08
6.824743429661976961e-15,3.544216479618432362e-09,6.763613472004605865e+10,3.178498669808337092e+07
1.418965124512026570e-15,6.791005992450357776e-09,2.769722814757960129e+10,1.354723506568041258e+07
1.746151906455244367e-14,8.480101913340375072e-09,6.328786932723457336e+09,1.990463819917326272e+08
2.682391458884108841e-15,1.379697320078651058e-08,2.303680918123150253e+10,1.153337369380661994e+08
3.402085495599707099e-15,1.732786750717568312e-08,1.946967907733213043e+10,1.932521267642312944e+08
9.138364960367491195e-15,9.612751517111430365e-09,8.886236354872697830e+09,2.751087309646476060e+07
1.708022180654608707e-14,1.467993861444335771e-08,2.022337176495452118e+10,1.064515572985287756e+08
2.757994327986773016e-15,1.998183678808842790e-08,1.732450020777117538e+10,6.573488980078588724e+08
1.521783241070201459e-14,2.343753748556813119e-08,1.468242436304805756e+10,8.455292324442113936e+07
3.162249990440878644e-15,1.910449449230968597e-08,1.945585439083904266e+10,7.058385842589625120e+08
1.341300886113573647e-14,3.371275632400686481e-08,6.195523188627921104e+09,1.714208951158558130e+08
5.528726845087671620e-15,1.316396256121770078e-08,8.589124140260491371e+09,6.556646809853121638e+07
1.440676440497966102e-15,4.487881772105101289e-09,3.030060701756465149e+10,2.164922544263319492e+09
8.324108166707086933e-16,2.698948375540957065e-09,2.849851952817128372e+10,1.291270751916840822e+08
1.133986935514766640e-14,3.328507744197087937e-09,8.043646216090052795e+10,1.116902099424822330e+08
1.003871741765596493e-15,1.194754250637609702e-08,2.773708123779040527e+10,3.817961119894886017e+08
5.617382363064323036e-16,1.551150372293708558e-08,2.505647640289220047e+10,2.475599673351742700e+07
4.361966072596784235e-15,5.636623867301337308e-09,3.101505457236294937e+10,6.034079254183781892e+07
1.145827374190125816e-15,4.390495481396061230e-08,8.705953800419412613e+09,4.903237653787851334e+07
9.437044669462811711e-15,1.556476044923281445e-08,5.242322772831501961e+09,3.888755361737333536e+08
2.291540508415071220e-15,3.362646091101638064e-08,1.188269022721652222e+10,1.053994082471279144e+09
1.690398034344056413e-15,6.106984486165302228e-09,5.509857645061632538e+10,9.203725167587022483e+07
1.139585458357150892e-15,8.424641383247181372e-09,3.274005255216198349e+10,4.603298224549552798e+07
2.369277088271827669e-15,5.300679038202220758e-09,8.877553274093053818e+09,5.380177395092930645e+07
1.078997881608183642e-14,4.952530979042336072e-09,4.034603515473033142e+10,5.043217899095158279e+07
8.398987136493191572e-15,6.243846242929273510e-09,1.788141646106303787e+10,7.227914531503352523e+07
1.312466941727836089e-14,7.210040294502090441e-09,3.058210244039641571e+10,2.694916222007155418e+08
2.823010991196196248e-15,1.101345277178949109e-08,2.865874931923968887e+10,1.327543803596677184e+08
6.295169807429129259e-15,2.649026473297684235e-09,5.193709685514013672e+10,3.269780576767594218e+08
2.003016934789993113e-15,1.651170903634782731e-08,1.125715396187688446e+10,5.770068309889955819e+07
1.021288785512815970e-14,1.012737723156827250e-08,2.130780659247140503e+10,1.471641058225126863e+08
3.571534795763704724e-15,8.146289973444832612e-09,6.169024092227657318e+09,1.174040614576903582e+08
2.381365789909663839e-15,2.447856405521741560e-09,2.910836399838572693e+10,3.928633864561125636e+07
3.398947217601867826e-15,3.389381576785961338e-09,7.331497611067864990e+10,3.769883180010280013e+07
2.885191864660284062e-15,6.712576595932964011e-09,1.756087363243857956e+10,9.041063846532884240e+07
4.315580977744501944e-15,1.649029857665056320e-09,4.735487489634767151e+10,1.120196405450507253e+08
7.642606168007781141e-15,4.132925841250353179e-09,2.470072916474184036e+10,6.093114200256963819e+07
7.393786533872476000e-15,3.945579005828970580e-09,3.976196906681925201e+10,1.515208023976348937e+08
3.009592210596543772e-15,2.296361816764035074e-08,5.185396532151901245e+09,2.683583104754338041e+07
6.218437879460935564e-15,3.115230746607160350e-09,6.946304856513632202e+10,2.273768282944234908e+08
3.588248558324043849e-15,1.295085895711566960e-09,1.218198456826861420e+11,4.606301826738099754e+07
1.853953411378651596e-14,9.464581021522699713e-09,2.122929152748460770e+10,5.924434446485556364e+08
2.149117044103659008e-15,9.510187987518472385e-09,8.912374346339683533e+09,1.724327637657448947e+08
6.289405175255766708e-15,8.683347189685193979e-09,1.972134227287965012e+10,1.657267099086136222e+08
1.357064163490167605e-14,2.113299822387140757e-08,1.186968864566657257e+10,2.948127459719251096e+07
1.157715737052119117e-14,1.745960989546923257e-08,2.336026417074078083e+09,2.270338991245030463e+08
6.553054779716115174e-15,7.357684571568478019e-09,1.880946959343940735e+10,1.872578197641763985e+08
2.973859789851524750e-15,3.888388528685160762e-09,8.083747504055850983e+09,1.116390326250330806e+08
3.263594591609144475e-14,5.129102014419529294e-09,6.853023330445421219e+09,9.120490342388470471e+07
1.354356074424605111e-14,1.009844709720363561e-08,1.302472989276568794e+10,2.705441528566060662e+08
