1,0.0,0.0
1,-0.05570896362475432,0.08390710347474352
1,-0.9821013994866142,-1.2523408597985772
1,-0.9938540063182969,-2.8595309419978348
5,-2.6571541790965396,-2.643694867206683
62,-2.650461272145568,-3.656871310734979
31,-2.3486230935651804,-2.9339572222977286
31,-2.3568849437820956,-2.879058048105521
9,-2.429041508767517,-3.2040031353611447
21,-3.027381456518693,-1.531905092410265
68,-2.873996733716203,-1.763220709606978
4,-2.645042137902141,-1.9106108514595368
3,-3.3951325797182283,-1.5947242004644677
13,-2.464402835001457,-2.441374905623464
27,-3.0570588697672934,-1.617346944723462
60,-2.6293689229161403,-2.0695682460643323
4,-3.209146605241398,-1.5738691346229028
48,-2.8828594705020576,-1.7386713142398675
16,-2.5228251142477838,-2.317415709379022
63,-2.4252833964072025,-2.485279187872295
21,-2.3943399973260417,-2.8490235220688565
57,-2.6087800277198028,-2.021975146582012
58,-3.278856806826396,-1.4864140050555732
13,-3.269444290329498,-1.5631300144049256
6,-3.087954892629981,-1.5914666579218948
4,-2.762572899949146,-1.8991795221907932
3,-2.6998636045023474,-1.9633678708444382
58,-2.801276201611512,-1.8670450482180112
10,-2.5336370132548613,-2.268424980016027
66,-2.505452703556005,-2.2619528491248
5,-3.019042154779621,-1.589998481889568
7,-3.330318111476005,-1.5416046613792955
113,-3.1856682296724634,-1.5249892665051656
8,-2.6443758507839905,-1.9665085528683055
12,-2.9702634747697303,-1.670080072043398
38,-2.8026821813942275,-1.8398525829016132
94,-2.4264866421536118,-2.9776575456655916
25,-2.6156835521851445,-2.085345163949913
21,-2.4219987060233743,-2.7159088273249576
77,-2.392745933999325,-2.8795440228373375
2,-2.609430036439381,-2.0150149449348005
15,-2.6138714997498154,-2.0056876498922978
32,-3.5558192499729606,-1.5323897365933126
48,-3.161569349674479,-1.5682385374978935
32,-3.16859757773703,-1.5324714815034692
109,-2.4697678836587884,-2.4734825413236274
35,-2.4175902613564717,-2.6788438775180463
29,-2.6278302277772982,-2.0995671888996466
21,-2.6053314952665687,-2.2134198855647687
35,-2.6037040459632768,-2.085408244976568
6,-2.9818339489947094,-1.6505649907223394
9,-2.7147037972307726,-1.9785920704377291
39,-2.4462121115031485,-2.455626060329879
69,-3.0892982689835202,-1.540838768152141
46,-3.2450921022364803,-1.4974174312748787
30,-3.415889423339404,-1.499574893919889
63,-3.2929339711201484,-1.516728462106467
1,-3.8699584500404014,-1.7547227917729125
24,-2.9426068527907914,-1.6160895768358288
59,-2.5043258224664973,-2.3230172015965316
22,-2.595587450828631,-2.197281555174157
13,-3.405717074209435,-1.52156760625442
9,-3.4055938899918767,-1.570564138108345
52,-2.860014213426365,-1.841855630830441
23,-3.4422241951663315,-1.5737718580590148
50,-2.618803993659997,-2.144104184713522
86,-2.4087660506420763,-2.80316055496324
22,-2.4415684338091674,-2.8755511688492827
29,-2.655217264551806,-2.0421963071767952
8,-3.196772564365171,-1.504171124498587
3,-2.5839559043770466,-2.015625251669829
32,-2.516117454118075,-2.1339614636603765
3,-2.540208272141293,-2.1580258635184157
17,-2.891221360908758,-1.7651116597162737
26,-2.608977877957033,-2.15020295254575
7,-3.281633364580035,-1.5599237068789167
81,-2.647928812083836,-2.0377143365114465
30,-2.7219100280659725,-1.8581358670118693
34,-2.6833977487207816,-1.9177284545615914
9,-2.812460981902202,-1.7496876945156385
2,-2.498889570862629,-2.3598654555932126
17,-3.099566822155313,-1.5388319042819116
137,-2.43449809895166,-2.7460003556848926
1,-2.643131365789206,-2.171284577646717
6,-2.6936407371470876,-1.9019736855315708
27,-3.038214550155186,-1.664473432575453
31,-2.9636825482406914,-1.732891092884067
8,-3.230135845955839,-1.5843889006330367
21,-2.80700459995053,-1.798905843476536
2,-3.1661666740310785,-1.5006398726166923
6,-3.0654903984630506,-1.5257685912805483
6,-3.2782271078669565,-1.5264819620915173
64,-2.8031746977434135,-1.8554176801306246
72,-2.7524643431517384,-1.9359528457736885
79,-2.41924079640893,-2.608818976348215
7,-2.716682272142992,-1.9007248699176822
56,-2.606481707783352,-2.1017458518804926
14,-2.989410059896122,-1.685809846345301
106,-2.8278636909133947,-1.7687633385068497
13,-2.7954872131671173,-1.8273731878001702
19,-2.846981847217098,-1.8215602344378172
48,-3.1103725792985704,-1.5996938643305172
10,-2.9162886120610843,-1.7362862429651964
72,-2.7315397676480497,-1.9193358178498223
9,-2.63150811996199,-2.08237754497916
39,-3.1220156332136586,-1.581750937688682
4,-3.2803933807662378,-1.549434265414652
8,-3.0841698205372796,-1.6485480658823266
1,-3.435213797601408,-1.5716490678688926
34,-3.079582493386994,-1.5645007315995534
7,-2.782302141689642,-1.796529963311026
45,-2.4342565043754583,-2.4957509780882594
3,-2.453010104997252,-2.5334941619428153
40,-2.7293465127707055,-1.8774058429237583
1,-2.600383617658066,-2.138798383768553
15,-2.4764922086371133,-2.3746102459228715
3,-2.923296333296585,-1.7508938649259942
20,-2.662729335603294,-1.9323977838740358
35,-3.6758664048479233,-1.6173864011238164
77,-3.23595528129497,-1.538304673111565
18,-3.233256907830942,-1.591300873643276
4,-2.6092428306086846,-2.183923225806211
49,-2.60090806051533,-2.0439586055534025
225,-2.8693147712919553,-1.7551236470128602
4,-2.895408124722825,-1.7496496454831485
3,-3.0719679599231875,-1.6541736617508898
3,-2.876560637883015,-1.6770648893968751
53,-2.52634452569044,-2.2529223879637277
2,-2.6347511576356863,-2.1335131325028724
70,-2.9010726475395585,-1.745452920287278
14,-3.0523435836401163,-1.6237570612224665
51,-3.1283259246506607,-1.5899188675967755
44,-3.071969776703417,-1.6490965981591839
4,-3.016280423912134,-1.6567538977671585
8,-2.888854780486906,-1.7499933918871446
41,-3.0295579014713048,-1.5798636262956394
10,-3.2001807156628397,-1.6288187169396398
37,-3.344322460419186,-1.5508372546110845
3,-3.2088102420584086,-1.550974260494271
41,-2.757335712570212,-1.8749654336564934
12,-2.478198894316989,-2.329701388967931
38,-2.421162611144538,-2.4560602115134365
14,-2.5264796202244844,-2.183646443465602
4,-2.4234180327141575,-2.7082180178415456
2,-2.4878582676337593,-2.382103440567248
5,-2.5405265383673896,-2.231351890974381
100,-2.6816945495464886,-1.9622707996556326
37,-2.796186069019618,-1.8705357204833557
109,-2.4333971659524836,-2.5426582154110777
119,-2.606253454400136,-2.1265421430846043
111,-2.4042617358007443,-2.603523872181826
7,-3.4955232219972645,-1.540203903191112
9,-3.0445613176477666,-1.574427868349245
134,-3.0054106682035067,-1.6171436378890753
91,-3.286641120079591,-1.4888142207681647
20,-3.4741342305139438,-1.5297888314604753
9,-3.7266237804731817,-1.62071552916922
10,-3.3726513561539404,-1.545538297986139
53,-3.506859775572105,-1.5145039185003357
2,-3.2609474567375143,-1.516522707507702
101,-3.0045859657354064,-1.657757957574379
8,-2.4218743399617364,-2.5204831800042067
15,-2.3988431424929697,-2.997272447239612
7,-2.417499969279415,-2.4886551862397432
31,-2.6766827463361227,-1.8919277088559028
21,-2.9335492546904756,-1.6194204322398371
11,-3.4285738785130127,-1.5422252018500946
41,-2.46850735351439,-2.3186887868121144
9,-2.445371513113529,-3.10127308538332
144,-2.44875687043012,-3.1067622648628257
23,-2.9188879794270575,-1.6904264795036337
36,-2.791468854621389,-1.8261802776305798
90,-2.8107597691287713,-1.813672176791282
9,-2.4896605522403252,-2.296031638253054
87,-2.4238036299029164,-2.6371031154863633
4,-2.4446584864598577,-2.4494813422547006
7,-2.405688373386187,-2.6364941819757926
20,-2.8490314682995335,-1.8112098350768973
17,-2.891806549392575,-1.689803074864796
97,-2.4427534781205713,-2.681283136777134
1,-3.3653094199969416,-1.4826759811419985
4,-3.0428843204667997,-1.6489756506434534
12,-2.924059927102805,-1.682761237656306
4,-2.7781791740341304,-1.8824436898126042
34,-2.900432433787292,-1.6680530803985496
142,-3.7646102421146885,-1.6483913840661353
75,-3.8712732036751554,-1.7363491973500125
8,-3.3698673822694722,-1.4907413093314363
5,-3.196798773973974,-1.535899584478122
80,-3.310070020684816,-1.476516191616443
62,-2.7699661516257477,-1.8422471204037287
1,-3.2308767552938553,-1.4694336945344508
6,-4.008785412429903,-1.8664756829245386
11,-3.8199717375098934,-1.7104498479766734
9,-3.6513384012678336,-1.545197418651054
5,-2.607834959220022,-2.04112511929314
2,-2.7546162094862883,-1.818614880002868
79,-2.6947165887318363,-2.02654812388756
4,-3.062124904321987,-1.5805380001418834
53,-3.44819971050226,-1.5115043674272113
105,-2.9925218718459172,-1.629001687793327
27,-3.124858197069356,-1.5710337754583963
38,-2.7675653377709692,-1.8104681724302971
32,-2.5263243920888208,-2.2410111701403164
